name,CID,rank,similarity_score,similarity_distance,original_name,original_id,MolecularWeight,LogP,NumHDonors,NumHAcceptors,NumRotatableBonds,NumAromaticRings,TPSA,NumHeteroatoms,NumRings,NumSaturatedRings,NumAliphaticRings,FractionCSP3,MolarRefractivity,BertzCT,HeavyAtomCount
Procymidone (Ref: S 7131),36242,3,0.2658057184356985,2.7621462995045065,"(1R,4S,4aS,5S,8R,8aR)-rel-1,2,3,4,10,10-Hexachloro-1,4,4a,5,8,8a-hexahydro-1,4:5,8-dimethanonaphthalene",2087,284.14200000000005,3.2829000000000024,0.0,2.0,1.0,1.0,37.38,5.0,3.0,2.0,2.0,0.3846153846153846,69.78600000000002,531.4511487560238,18.0
"(4R,5R)-rel-5-(4-Chlorophenyl)-N-cyclohexyl-4-methyl-2-oxo-3-thiazolidinecarboxamide",13218777,4,0.2644096375042514,2.7820104041552614,"(1R,4S,4aS,5S,8R,8aR)-rel-1,2,3,4,10,10-Hexachloro-1,4,4a,5,8,8a-hexahydro-1,4:5,8-dimethanonaphthalene",2087,352.88700000000017,4.980700000000004,1.0,3.0,2.0,1.0,49.41,6.0,3.0,2.0,2.0,0.5294117647058824,93.88570000000004,556.2060362581874,23.0
Cinmethylin (Ref: BAS 684 H),91745,5,0.25869761737095115,2.865516853856764,"(1R,4S,4aS,5S,8R,8aR)-rel-1,2,3,4,10,10-Hexachloro-1,4,4a,5,8,8a-hexahydro-1,4:5,8-dimethanonaphthalene",2087,274.40399999999994,4.247820000000004,0.0,2.0,4.0,1.0,18.46,2.0,3.0,2.0,2.0,0.6666666666666666,80.66600000000005,486.5666070525691,20.0
Parathion-methyl (Ref: OMS 213),4130,1,0.743014774455679,0.34586825777802915,"Phosphoric acid, Dimethyl 4-nitrophenyl ester",13708,263.211,2.4909,0.0,6.0,5.0,1.0,70.83,8.0,1.0,0.0,0.0,0.25,62.027400000000014,384.5514164194121,16.0
"2-(1-Methylpropyl)-4,6-dinitrophenol",6950,2,0.5140739503124113,0.9452454250838489,"Phosphoric acid, Dimethyl 4-nitrophenyl ester",13708,240.215,2.722100000000001,1.0,5.0,4.0,1.0,106.51,7.0,1.0,0.0,0.0,0.4,60.12160000000003,449.351269130581,17.0
"5-Chloro-2-(3,4,4-trifluorobut-3-ene-1-sulfonyl)-1,3-thiazole",11534927,3,0.49080113425282046,1.0374851038646586,"Phosphoric acid, Dimethyl 4-nitrophenyl ester",13708,291.703,3.0379000000000014,0.0,4.0,4.0,1.0,47.03,9.0,1.0,0.0,0.0,0.2857142857142857,54.14380000000002,471.8629162661665,16.0
Nitrothal-isopropyl (Ref: BAS 300 OOF),43704,4,0.46972308749059105,1.1289138784774566,"Phosphoric acid, Dimethyl 4-nitrophenyl ester",13708,295.291,2.725200000000001,0.0,6.0,5.0,1.0,95.74,7.0,1.0,0.0,0.0,0.4285714285714285,74.19940000000003,500.9067799417113,21.0
DNOC (Ref: ENT 154),10800,5,0.4323296809851107,1.3130496100137978,"Phosphoric acid, Dimethyl 4-nitrophenyl ester",13708,198.134,1.5170199999999998,1.0,5.0,2.0,1.0,106.51,7.0,1.0,0.0,0.0,0.1428571428571428,46.15260000000002,394.74449179035855,14.0
Piperalin (Ref: HSDB 7058),18996,1,0.4025771202654091,1.4839961082257354,Bioallethrin,11442,330.255,4.414700000000004,0.0,3.0,5.0,1.0,29.54,5.0,2.0,1.0,1.0,0.5625,86.24750000000004,468.9266964125668,21.0
Captafol (Ref: Ortho-5865),17038,2,0.39700183530540684,1.518880043037375,Bioallethrin,11442,349.0659999999999,3.520900000000002,0.0,3.0,3.0,0.0,37.38,8.0,2.0,1.0,2.0,0.6,74.72900000000003,354.84249102171253,18.0
"2-[4-(1,1-Dimethylethyl)phenoxy]cyclohexyl 2-propynyl ester sulfurous acid",4936,3,0.3912358452272151,1.5560030150592095,Bioallethrin,11442,350.4800000000001,3.9192000000000022,0.0,4.0,6.0,1.0,44.760000000000005,5.0,2.0,1.0,1.0,0.5789473684210527,95.82640000000006,561.5412531717924,24.0
Tralkoxydim (Ref: PP 604),91746,4,0.38873792424743014,1.5724271742612483,Bioallethrin,11442,329.4400000000001,3.8326600000000033,1.0,4.0,5.0,1.0,55.4,4.0,2.0,1.0,1.0,0.5,94.72070000000004,626.2738803989519,24.0
Tepraloxydim (Ref: BAS 620H),135585373,5,0.38372466132886046,1.60603526637288,Bioallethrin,11442,341.8350000000001,2.899000000000002,1.0,5.0,6.0,0.0,64.63,6.0,2.0,2.0,2.0,0.6470588235294118,87.67870000000003,448.26677866967066,23.0
Gibberellins,622971,1,0.3013107613557797,2.318832674612729,"(1aR,2R,2aS,3S,6R,6aR,7S,7aS)-rel-3,4,5,6,9,9-Hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-2,7:3,6-dimethanonaphth[2,3-b]oxirene ",969491,332.396,2.1362,2.0,4.0,1.0,0.0,83.83,5.0,5.0,5.0,5.0,0.7894736842105263,83.80760000000004,667.525795434798,24.0
Lineatin,155682,2,0.2662405322949108,2.7560021059915645,"(1aR,2R,2aS,3S,6R,6aR,7S,7aS)-rel-3,4,5,6,9,9-Hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-2,7:3,6-dimethanonaphth[2,3-b]oxirene ",969491,168.236,1.9364,0.0,2.0,0.0,0.0,18.46,2.0,5.0,5.0,5.0,1.0,44.65600000000002,212.6830344844093,12.0
Gibberellic acid,6466,3,0.26191031000233417,2.8181009368859438,"(1aR,2R,2aS,3S,6R,6aR,7S,7aS)-rel-3,4,5,6,9,9-Hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-2,7:3,6-dimethanonaphth[2,3-b]oxirene ",969491,346.3790000000001,1.0271,3.0,5.0,1.0,0.0,104.06000000000002,6.0,5.0,4.0,5.0,0.6842105263157895,85.17340000000003,752.0000000000002,25.0
Strychnine,441071,4,0.2613773068939909,2.8258868448957535,"(1aR,2R,2aS,3S,6R,6aR,7S,7aS)-rel-3,4,5,6,9,9-Hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-2,7:3,6-dimethanonaphth[2,3-b]oxirene ",969491,334.41900000000004,2.0925,0.0,3.0,0.0,1.0,32.78,4.0,7.0,4.0,6.0,0.5714285714285714,93.40900000000003,828.1949948497509,25.0
Azocyclotin (Ref: BAY BUE 1452),91634,5,0.2436495320846739,3.104255778551943,"(1aR,2R,2aS,3S,6R,6aR,7S,7aS)-rel-3,4,5,6,9,9-Hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-2,7:3,6-dimethanonaphth[2,3-b]oxirene ",969491,436.2320000000004,6.074600000000006,0.0,3.0,4.0,1.0,30.71,4.0,4.0,3.0,3.0,0.9,101.67900000000007,418.5975303301952,24.0
"alpha-Methyl-omega-[3-[1,3,3,3-tetramethyl-1-[(trimethylsilyl)oxy]-1-disiloxanyl]propoxy]poly(oxy-1,2-ethanediyl)",197160,1,0.42367972976676344,1.36027340876209,"O,O-Diethyl S-[2-(ethylsulfanyl)ethyl] phosphorothioate",24723,338.6690000000001,3.8145000000000016,0.0,4.0,11.0,0.0,36.92,7.0,0.0,0.0,0.0,1.0,92.59900000000006,219.74437510817344,20.0
"3-(N-butyl-N-acetyl)-aminopropionic acid, ethyl ester (Ref: OMS 3065)",104150,2,0.41870824111769195,1.3882978690140386,"O,O-Diethyl S-[2-(ethylsulfanyl)ethyl] phosphorothioate",24723,215.29299999999995,1.5882,0.0,3.0,7.0,0.0,46.61,4.0,0.0,0.0,0.0,0.8181818181818182,58.41200000000004,186.21499122004107,15.0
N-[3-(Dimethylamino)propyl]carbamic acid propyl ester hydrochloride (1:1),15575641,3,0.40492463749061797,1.4695953454380009,"O,O-Diethyl S-[2-(ethylsulfanyl)ethyl] phosphorothioate",24723,224.732,1.4960999999999998,1.0,3.0,6.0,0.0,41.57,5.0,0.0,0.0,0.0,0.8888888888888888,60.06070000000004,122.0,14.0
2-(Octylsulfanyl)ethan-1-ol,19079,4,0.402463650814221,1.4846964389874915,"O,O-Diethyl S-[2-(ethylsulfanyl)ethyl] phosphorothioate",24723,190.352,3.0724000000000022,1.0,2.0,9.0,0.0,20.23,2.0,0.0,0.0,0.0,1.0,57.78680000000005,56.43856189774725,12.0
(E)-dodec-8-enyl acetate,5363237,5,0.395981897076774,1.5253679710669132,"O,O-Diethyl S-[2-(ethylsulfanyl)ethyl] phosphorothioate",24723,226.36,4.246400000000003,0.0,2.0,10.0,0.0,26.3,2.0,0.0,0.0,0.0,0.7857142857142857,68.38300000000005,176.47733175670794,16.0
"3-(4-Chlorophenyl)-3-(3,4-dimethoxyphenyl)-1-(4-morpholinyl)-2-propen-1-one",86298,1,0.5166824212599292,0.9354248545199227,"3-(2,2-Dichloroethenyl)-2,2-dimethylcyclopropanecarboxylic acid, (3-Phenoxyphenyl)methyl ester",40326,387.86300000000006,3.647700000000003,0.0,4.0,5.0,2.0,48.0,6.0,3.0,1.0,1.0,0.2857142857142857,105.47600000000004,798.431996885225,27.0
Isoflucypram (Ref: BCS-CN88460),66553206,2,0.495652641025109,1.0175419582790877,"3-(2,2-Dichloroethenyl)-2,2-dimethylcyclopropanecarboxylic acid, (3-Phenoxyphenyl)methyl ester",40326,399.8440000000001,5.078400000000004,0.0,3.0,6.0,2.0,38.13,8.0,3.0,1.0,1.0,0.4736842105263157,96.55950000000004,823.9634714942449,27.0
Flumorph (Ref: SYP L190),11057755,3,0.47998721603037997,1.0833888207903994,"3-(2,2-Dichloroethenyl)-2,2-dimethylcyclopropanecarboxylic acid, (3-Phenoxyphenyl)methyl ester",40326,371.408,3.1334000000000017,0.0,4.0,5.0,2.0,48.0,6.0,3.0,1.0,1.0,0.2857142857142857,100.42400000000004,798.431996885225,27.0
Cyflufenamid (Ref: NF 149),9844539,4,0.4399129232816961,1.2731771381939032,"3-(2,2-Dichloroethenyl)-2,2-dimethylcyclopropanecarboxylic acid, (3-Phenoxyphenyl)methyl ester",40326,412.358,4.4307000000000025,1.0,2.0,6.0,2.0,50.69,9.0,3.0,1.0,1.0,0.3,94.86170000000004,870.2445968307547,29.0
Pencycuron (Ref: NTN 19701),91692,5,0.43833581668370725,1.2813558964121254,"3-(2,2-Dichloroethenyl)-2,2-dimethylcyclopropanecarboxylic acid, (3-Phenoxyphenyl)methyl ester",40326,328.84300000000013,5.316700000000004,1.0,1.0,4.0,2.0,32.34,4.0,3.0,1.0,1.0,0.3157894736842105,94.71170000000006,614.8477033925803,23.0
Bensultap (Ref: OMS 3011),87176,1,0.45356363035451785,1.2047623157491096,"O,O'-(Thiodi-4,1-phenylene) O,O,O',O'-tetramethyl ester phosphorothioic acid",5392,431.62600000000015,3.160800000000002,0.0,7.0,9.0,2.0,71.52000000000001,9.0,2.0,0.0,0.0,0.2941176470588235,109.64660000000003,788.0692015209922,26.0
Haloxyfop-etotyl (Ref: DOWCO 453EE),91743,2,0.44763705405594284,1.2339526876499962,"O,O'-(Thiodi-4,1-phenylene) O,O,O',O'-tetramethyl ester phosphorothioic acid",5392,433.81000000000006,4.893100000000004,0.0,6.0,9.0,2.0,66.88000000000001,10.0,2.0,0.0,0.0,0.3684210526315789,98.30700000000002,770.6758765582601,29.0
Pyridalyl (Ref: S-1812),11488729,3,0.3834699827174213,1.6077660444595974,"O,O'-(Thiodi-4,1-phenylene) O,O,O',O'-tetramethyl ester phosphorothioic acid",5392,491.12000000000006,6.952900000000003,0.0,4.0,9.0,2.0,40.58,11.0,2.0,0.0,0.0,0.2777777777777778,106.592,769.9173343787345,29.0
"5-[2-Chloro-4-(trifluoromethyl)phenoxy]-2-nitrobenzoic acid, 2-Ethoxy-1-methyl-2-oxoethyl ester",62276,4,0.379793218996127,1.6330117284432022,"O,O'-(Thiodi-4,1-phenylene) O,O,O',O'-tetramethyl ester phosphorothioic acid",5392,461.77600000000007,5.167700000000004,0.0,7.0,7.0,2.0,104.97,12.0,2.0,0.0,0.0,0.2631578947368421,101.13490000000004,962.0182110669582,31.0
(alphaE)-alpha-(Methoxyimino)-2-[[[(E)-[1-[3-(trifluoromethyl)phenyl]ethylidene]amino]oxy]methyl]benzeneacteic acid methyl ester,213016,5,0.3794604245202901,1.6353209330437806,"O,O'-(Thiodi-4,1-phenylene) O,O,O',O'-tetramethyl ester phosphorothioic acid",5392,408.376,4.169700000000004,0.0,6.0,7.0,2.0,69.48,9.0,2.0,0.0,0.0,0.25,100.44800000000004,884.2494843329183,29.0
"[(3,5,6-Trichloro-2-pyridinyl)oxy]acetic acid, 2-Butoxyethyl ester",47455,1,0.5130596110616304,0.9490912526339489,"O,O-Diethyl O-[6-methyl-2-(1-methylethyl)-4-pyrimidinyl] ester phosphorothioic acid",3017,356.63300000000004,3.780500000000002,0.0,5.0,9.0,1.0,57.650000000000006,8.0,1.0,0.0,0.0,0.5384615384615384,81.44800000000004,439.5966868679965,21.0
Iprobenfos,18772466,2,0.4961440370278367,1.015543723936551,"O,O-Diethyl O-[6-methyl-2-(1-methylethyl)-4-pyrimidinyl] ester phosphorothioic acid",3017,288.349,4.877900000000004,0.0,4.0,7.0,1.0,35.53,5.0,1.0,0.0,0.0,0.5384615384615384,77.78550000000006,356.2846007604961,18.0
Bupirimate (Ref: PP 588),38884,3,0.4886493039142303,1.046457432743062,"O,O-Diethyl O-[6-methyl-2-(1-methylethyl)-4-pyrimidinyl] ester phosphorothioic acid",3017,316.4270000000001,1.74462,1.0,6.0,8.0,1.0,84.42,8.0,1.0,0.0,0.0,0.6923076923076923,82.77950000000004,541.6461969464325,21.0
"4-Amino-3,5,6-trichloro-2-pyridinecarboxylic acid, Isooctyl ester",18772488,4,0.48267771775482315,1.0717757692472383,"O,O-Diethyl O-[6-methyl-2-(1-methylethyl)-4-pyrimidinyl] ester phosphorothioic acid",3017,353.677,4.997200000000003,1.0,4.0,7.0,1.0,65.21,7.0,1.0,0.0,0.0,0.5714285714285714,87.26790000000003,477.3019445460786,21.0
Triclopyr-triethylammonium,42163,5,0.4812315029137205,1.0780019469741342,"O,O-Diethyl O-[6-methyl-2-(1-methylethyl)-4-pyrimidinyl] ester phosphorothioic acid",3017,357.6650000000001,3.8533000000000026,1.0,4.0,6.0,1.0,62.66000000000001,8.0,1.0,0.0,0.0,0.5384615384615384,85.85980000000005,416.3998302625088,21.0
Parathion-methyl (Ref: OMS 213),4130,1,0.6886704340796805,0.4520733728555828,Chlorthion (Ref: BAY 22/190 ),10372,263.211,2.4909,0.0,6.0,5.0,1.0,70.83,8.0,1.0,0.0,0.0,0.25,62.027400000000014,384.5514164194121,16.0
"5-Chloro-2-(3,4,4-trifluorobut-3-ene-1-sulfonyl)-1,3-thiazole",11534927,2,0.53795795705225,0.8588813250007816,Chlorthion (Ref: BAY 22/190 ),10372,291.703,3.0379000000000014,0.0,4.0,4.0,1.0,47.03,9.0,1.0,0.0,0.0,0.2857142857142857,54.14380000000002,471.8629162661665,16.0
Nitrothal-isopropyl (Ref: BAS 300 OOF),43704,3,0.5004912690155764,0.9980368528044748,Chlorthion (Ref: BAY 22/190 ),10372,295.291,2.725200000000001,0.0,6.0,5.0,1.0,95.74,7.0,1.0,0.0,0.0,0.4285714285714285,74.19940000000003,500.9067799417113,21.0
"1,1-Dichloro-N-[(dimethylamino)sulfonyl]-1-fluoro-N-phenylmethanesulfenamide",14145,4,0.4795924653295117,1.085103650060336,Chlorthion (Ref: BAY 22/190 ),10372,333.237,3.006000000000001,0.0,3.0,5.0,1.0,40.620000000000005,9.0,1.0,0.0,0.0,0.3333333333333333,74.66380000000002,452.5098163469098,18.0
"Phosphorothioic acid O-(2,6-dichloro-4-methylphenyl) O,O-dimethyl ester",91664,5,0.46839733724599486,1.1349395491435426,Chlorthion (Ref: BAY 22/190 ),10372,301.131,4.197920000000002,0.0,4.0,4.0,1.0,27.69,7.0,1.0,0.0,0.0,0.3333333333333333,70.13000000000002,379.0416414150852,16.0
N-[3-(Dimethylamino)propyl]carbamic acid propyl ester hydrochloride (1:1),15575641,1,0.498220742929003,1.0071424447747275,Demeton-O-methyl (Ref: ENT 18862),13346,224.732,1.4960999999999998,1.0,3.0,6.0,0.0,41.57,5.0,0.0,0.0,0.0,0.8888888888888888,60.06070000000004,122.0,14.0
"3-(N-butyl-N-acetyl)-aminopropionic acid, ethyl ester (Ref: OMS 3065)",104150,2,0.47650231605517773,1.0986256861849182,Demeton-O-methyl (Ref: ENT 18862),13346,215.29299999999995,1.5882,0.0,3.0,7.0,0.0,46.61,4.0,0.0,0.0,0.0,0.8181818181818182,58.41200000000004,186.21499122004107,15.0
Propamocarb (Ref: SN 39744),32490,3,0.4673747802920523,1.1396105270702062,Demeton-O-methyl (Ref: ENT 18862),13346,188.271,1.0742999999999998,1.0,3.0,6.0,0.0,41.57,4.0,0.0,0.0,0.0,0.8888888888888888,52.81270000000004,122.0,13.0
Oryctalure,92058,4,0.4279163893489021,1.3369051171925295,Demeton-O-methyl (Ref: ENT 18862),13346,186.295,3.156000000000001,0.0,2.0,7.0,0.0,26.3,2.0,0.0,0.0,0.0,0.9090909090909092,54.55600000000005,124.0,13.0
"N,N-Bis(2-methylpropyl)carbamothioic acid S-ethyl ester",16181,5,0.4203860569254576,1.378765859442667,Demeton-O-methyl (Ref: ENT 18862),13346,217.378,3.4735000000000023,0.0,2.0,5.0,0.0,20.31,3.0,0.0,0.0,0.0,0.9090909090909092,64.77700000000004,143.42124551085627,14.0
Amitraz (Ref: ENT 27967),36324,1,0.4866750605884296,1.0547590805062395,"1,1'-(2,2-Dichloroethylidene)bis[4-ethylbenzene",6295,293.41400000000004,4.871880000000004,0.0,2.0,4.0,2.0,27.96,3.0,2.0,0.0,0.0,0.2631578947368421,95.89900000000004,640.4734042775926,22.0
"1,1'-(2,2-Dichloroethylidene)bis[4-chlorobenzene]",6294,2,0.48354662260028664,1.0680529100223464,"1,1'-(2,2-Dichloroethylidene)bis[4-ethylbenzene",6295,320.04600000000005,5.929000000000002,0.0,0.0,3.0,2.0,0.0,4.0,2.0,0.0,0.0,0.1428571428571428,80.24100000000003,443.0664490870399,18.0
Napropamide (Ref: R 7465),27189,3,0.4690822301635488,1.131822387838787,"1,1'-(2,2-Dichloroethylidene)bis[4-ethylbenzene",6295,271.36,3.475500000000002,0.0,2.0,5.0,2.0,29.540000000000003,3.0,2.0,0.0,0.0,0.3529411764705882,81.96600000000005,570.112933708755,20.0
Mepronil (Ref: B1 2459),41632,4,0.4350070987298376,1.298813060568128,"1,1'-(2,2-Dichloroethylidene)bis[4-ethylbenzene",6295,269.344,4.034520000000002,1.0,2.0,4.0,2.0,38.33,3.0,2.0,0.0,0.0,0.2352941176470588,81.33820000000004,590.4922350998436,20.0
"2-Fluoroethyl ([1,1'-biphenyl]-4-yl)acetate",20288,5,0.4324364227219615,1.312478661500163,"1,1'-(2,2-Dichloroethylidene)bis[4-ethylbenzene",6295,258.292,3.408800000000002,0.0,2.0,5.0,2.0,26.3,3.0,2.0,0.0,0.0,0.1875,72.51600000000003,505.4943909592533,19.0
"2-[(4-Amino-3,5-dichloro-6-fluoro-2-pyridinyl)oxy]acetic acid 1-methylheptyl ester",54745,1,0.4689716605547708,1.132325008332163,Dinocap (Ref: ENT 24727),5284389,367.2480000000001,4.390600000000003,1.0,5.0,9.0,1.0,74.44,8.0,1.0,0.0,0.0,0.6,88.43540000000003,507.2598624205028,23.0
Methyl 3-(4-chlorophenyl)-3-[(N-{[(propan-2-yl)oxy]carbonyl}valyl)amino]propanoate,11338509,2,0.4198684726413989,1.3816982344708686,Dinocap (Ref: ENT 24727),5284389,398.88700000000017,3.2196000000000016,2.0,5.0,8.0,1.0,93.73,8.0,1.0,0.0,0.0,0.5263157894736842,102.34740000000004,611.9433251570981,27.0
"N-Butyl-N-ethyl-2,6-dinitro-4-(trifluoromethyl)benzenamine",2319,3,0.4173051357052576,1.3963280449687527,Dinocap (Ref: ENT 24727),5284389,335.28200000000004,4.148200000000004,0.0,5.0,7.0,1.0,89.52,10.0,1.0,0.0,0.0,0.5384615384615384,77.54780000000002,531.1864862495335,23.0
"[(3,5,6-Trichloro-2-pyridinyl)oxy]acetic acid, 2-Butoxyethyl ester",47455,4,0.4169844598988599,1.3981709060394027,Dinocap (Ref: ENT 24727),5284389,356.63300000000004,3.780500000000002,0.0,5.0,9.0,1.0,57.650000000000006,8.0,1.0,0.0,0.0,0.5384615384615384,81.44800000000004,439.5966868679965,21.0
"2,6-Dinitro-N,N-dipropyl-4-(trifluoromethyl)benzenamine",5569,5,0.416487602645097,1.4010318522064953,Dinocap (Ref: ENT 24727),5284389,335.28200000000004,4.148200000000004,0.0,5.0,7.0,1.0,89.52,10.0,1.0,0.0,0.0,0.5384615384615384,77.54780000000002,525.1864862495335,23.0
N-[3-(Dimethylamino)propyl]carbamic acid propyl ester hydrochloride (1:1),15575641,1,0.4876607616499462,1.0506058281511323,"Phosphorothioic acid, S-[2-(Ethylsulfinyl)ethyl] O,O-dimethyl ester",4618,224.732,1.4960999999999998,1.0,3.0,6.0,0.0,41.57,5.0,0.0,0.0,0.0,0.8888888888888888,60.06070000000004,122.0,14.0
"3-(N-butyl-N-acetyl)-aminopropionic acid, ethyl ester (Ref: OMS 3065)",104150,2,0.4692611199796768,1.1310097031761526,"Phosphorothioic acid, S-[2-(Ethylsulfinyl)ethyl] O,O-dimethyl ester",4618,215.29299999999995,1.5882,0.0,3.0,7.0,0.0,46.61,4.0,0.0,0.0,0.0,0.8181818181818182,58.41200000000004,186.21499122004107,15.0
Propamocarb (Ref: SN 39744),32490,3,0.4468169922287873,1.2380527540187236,"Phosphorothioic acid, S-[2-(Ethylsulfinyl)ethyl] O,O-dimethyl ester",4618,188.271,1.0742999999999998,1.0,3.0,6.0,0.0,41.57,4.0,0.0,0.0,0.0,0.8888888888888888,52.81270000000004,122.0,13.0
Oryctalure,92058,4,0.3855433492007702,1.5937420579890589,"Phosphorothioic acid, S-[2-(Ethylsulfinyl)ethyl] O,O-dimethyl ester",4618,186.295,3.156000000000001,0.0,2.0,7.0,0.0,26.3,2.0,0.0,0.0,0.0,0.9090909090909092,54.55600000000005,124.0,13.0
"N,N-Bis(2-methylpropyl)carbamothioic acid S-ethyl ester",16181,5,0.38459401301729285,1.6001444800313003,"Phosphorothioic acid, S-[2-(Ethylsulfinyl)ethyl] O,O-dimethyl ester",4618,217.378,3.4735000000000023,0.0,2.0,5.0,0.0,20.31,3.0,0.0,0.0,0.0,0.9090909090909092,64.77700000000004,143.42124551085627,14.0
Oryctalure,92058,1,0.4625686580068935,1.1618412373825322,"Phosphorodithioic acid O-ethyl S,S-dipropyl ester",3289,186.295,3.156000000000001,0.0,2.0,7.0,0.0,26.3,2.0,0.0,0.0,0.0,0.9090909090909092,54.55600000000005,124.0,13.0
2-(Octylsulfanyl)ethan-1-ol,19079,2,0.45038260236076644,1.2203344328984045,"Phosphorodithioic acid O-ethyl S,S-dipropyl ester",3289,190.352,3.0724000000000022,1.0,2.0,9.0,0.0,20.23,2.0,0.0,0.0,0.0,1.0,57.78680000000005,56.43856189774725,12.0
"N,N-Bis(2-methylpropyl)carbamothioic acid S-ethyl ester",16181,3,0.4419124532547036,1.262891648866101,"Phosphorodithioic acid O-ethyl S,S-dipropyl ester",3289,217.378,3.4735000000000023,0.0,2.0,5.0,0.0,20.31,3.0,0.0,0.0,0.0,0.9090909090909092,64.77700000000004,143.42124551085627,14.0
"3-(N-butyl-N-acetyl)-aminopropionic acid, ethyl ester (Ref: OMS 3065)",104150,4,0.4366744300256789,1.2900356220564466,"Phosphorodithioic acid O-ethyl S,S-dipropyl ester",3289,215.29299999999995,1.5882,0.0,3.0,7.0,0.0,46.61,4.0,0.0,0.0,0.0,0.8181818181818182,58.41200000000004,186.21499122004107,15.0
(E)-dec-5-enyl acetate,5363095,5,0.42911400937793226,1.3303830174401812,"Phosphorodithioic acid O-ethyl S,S-dipropyl ester",3289,198.30599999999995,3.4662000000000024,0.0,2.0,8.0,0.0,26.3,2.0,0.0,0.0,0.0,0.75,59.14900000000005,153.42124551085624,14.0
"N,N'-[1,4-Piperazinediylbis(2,2,2-trichloroethylidene)]bis-formamide",33565,1,0.22303088257412532,3.4836840013294816,Lithium perfluorooctane sulfonate,23677927,434.9660000000001,1.488600000000001,2.0,4.0,6.0,0.0,64.68,12.0,1.0,1.0,1.0,0.8,89.70140000000002,305.2150500951926,22.0
Fosetyl-aluminium (Ref: RP 32545),6328269,2,0.22113332267267896,3.522158795036954,Lithium perfluorooctane sulfonate,23677927,351.081,2.951600000000001,0.0,9.0,6.0,0.0,130.11,13.0,0.0,0.0,0.0,1.0,65.51100000000004,261.17595007788486,19.0
"3-[[[5-(Difluoromethoxy)-1-methyl-3-(trifluoromethyl)-1H-pyrazol-4-yl]methyl]sulfonyl]-4,5-dihydro-5,5-dimethyl-isoxazole",11556910,3,0.21614007051752443,3.626629377910381,Lithium perfluorooctane sulfonate,23677927,391.31800000000015,2.467500000000001,0.0,7.0,4.0,1.0,82.78,13.0,2.0,0.0,1.0,0.6666666666666666,74.68180000000002,749.6956978514826,25.0
Fluchloralin (Ref: BAS 392H),36392,4,0.21088741109974937,3.741866737256316,Lithium perfluorooctane sulfonate,23677927,355.70000000000005,3.977000000000003,0.0,5.0,7.0,1.0,89.52,11.0,1.0,0.0,0.0,0.5,77.97680000000001,525.1864862495335,23.0
"2,6-Dinitro-N1,N1-dipropyl-4-(trifluoromethyl)-1,3-benzenediamine",34469,5,0.20741931826195975,3.8211517055371496,Lithium perfluorooctane sulfonate,23677927,350.2970000000001,3.730400000000002,1.0,6.0,7.0,1.0,115.54,11.0,1.0,0.0,0.0,0.5384615384615384,81.96020000000001,601.905973179876,24.0
"3-(N-butyl-N-acetyl)-aminopropionic acid, ethyl ester (Ref: OMS 3065)",104150,1,0.42879063112968424,1.3321405072807155,Demeton (Ref: ENT 17295),24722,215.29299999999995,1.5882,0.0,3.0,7.0,0.0,46.61,4.0,0.0,0.0,0.0,0.8181818181818182,58.41200000000004,186.21499122004107,15.0
"alpha-Methyl-omega-[3-[1,3,3,3-tetramethyl-1-[(trimethylsilyl)oxy]-1-disiloxanyl]propoxy]poly(oxy-1,2-ethanediyl)",197160,2,0.4194028393016955,1.3843424657424757,Demeton (Ref: ENT 17295),24722,338.6690000000001,3.8145000000000016,0.0,4.0,11.0,0.0,36.92,7.0,0.0,0.0,0.0,1.0,92.59900000000006,219.74437510817344,20.0
N-[3-(Dimethylamino)propyl]carbamic acid propyl ester hydrochloride (1:1),15575641,3,0.41559831648318474,1.4061695159452372,Demeton (Ref: ENT 17295),24722,224.732,1.4960999999999998,1.0,3.0,6.0,0.0,41.57,5.0,0.0,0.0,0.0,0.8888888888888888,60.06070000000004,122.0,14.0
2-(Octylsulfanyl)ethan-1-ol,19079,4,0.4064590877060701,1.4602722149569638,Demeton (Ref: ENT 17295),24722,190.352,3.0724000000000022,1.0,2.0,9.0,0.0,20.23,2.0,0.0,0.0,0.0,1.0,57.78680000000005,56.43856189774725,12.0
Oryctalure,92058,5,0.39419523608020846,1.5368140161808703,Demeton (Ref: ENT 17295),24722,186.295,3.156000000000001,0.0,2.0,7.0,0.0,26.3,2.0,0.0,0.0,0.0,0.9090909090909092,54.55600000000005,124.0,13.0
Triazophos (Ref: HOE 002960 ),32184,1,0.5434874219495884,0.839968984770278,"O,O-Dimethyl S-[(4-oxo-1,2,3-benzotriazin-3(4H)-yl)methyl] ester, Phosphorodithioic acid",2268,313.319,2.943600000000001,0.0,7.0,7.0,2.0,58.4,8.0,2.0,0.0,0.0,0.3333333333333333,79.52400000000003,546.7340633597722,20.0
